recipe_id,result_item,result_count,recipe_type,ingredients,num_distinct_ingredients
1003,redstone_block,1,shaped,redstone,1
1004,redstone_lamp,1,shaped,glowstone; redstone,2
1005,redstone_torch,1,shaped,redstone; stick,2
1006,repeater,1,shaped,stone; redstone; redstone_torch,3
1007,resin_block,1,shaped,resin_clump,1
1008,resin_brick_slab,6,shaped,resin_bricks,1
1009,resin_brick_stairs,4,shaped,resin_bricks,1
1010,resin_brick_wall,6,shaped,resin_bricks,1
1011,resin_bricks,1,shaped,resin_brick,1
1012,respawn_anchor,1,shaped,glowstone; crying_obsidian,2
1013,rib_armor_trim_smithing_template,2,shaped,netherrack; diamond; rib_armor_trim_smithing_template,3
1014,saddle,1,shaped,iron_ingot; leather,2
1015,sandstone,1,shaped,sand,1
1016,sandstone_slab,6,shaped,chiseled_sandstone,1
1017,sandstone_slab,6,shaped,sandstone,1
1018,sandstone_stairs,4,shaped,cut_sandstone,1
1019,sandstone_stairs,4,shaped,chiseled_sandstone,1
1020,sandstone_stairs,4,shaped,sandstone,1
1021,sandstone_wall,6,shaped,sandstone,1
1022,scaffolding,6,shaped,bamboo; string,2
1023,sea_lantern,1,shaped,prismarine_shard; prismarine_crystals,2
1024,sentry_armor_trim_smithing_template,2,shaped,cobblestone; diamond; sentry_armor_trim_smithing_template,3
1025,shaper_armor_trim_smithing_template,2,shaped,terracotta; diamond; shaper_armor_trim_smithing_template,3
1026,shears,1,shaped,iron_ingot,1
1027,shield,1,shaped,cherry_planks; iron_ingot,2
1028,shield,1,shaped,bamboo_planks; iron_ingot,2
1029,shield,1,shaped,mangrove_planks; iron_ingot,2
1030,shield,1,shaped,warped_planks; iron_ingot,2
1031,shield,1,shaped,crimson_planks; iron_ingot,2
1032,shield,1,shaped,pale_oak_planks; iron_ingot,2
1033,shield,1,shaped,dark_oak_planks; iron_ingot,2
1034,shield,1,shaped,acacia_planks; iron_ingot,2
1035,shield,1,shaped,jungle_planks; iron_ingot,2
1036,shield,1,shaped,birch_planks; iron_ingot,2
1037,shield,1,shaped,spruce_planks; iron_ingot,2
1038,shield,1,shaped,oak_planks; iron_ingot,2
1039,shulker_box,1,shaped,chest; shulker_shell,2
1040,silence_armor_trim_smithing_template,2,shaped,cobbled_deepslate; diamond; silence_armor_trim_smithing_template,3
1041,slime_block,1,shaped,slime_ball,1
1042,smithing_table,1,shaped,cherry_planks; iron_ingot,2
1043,smithing_table,1,shaped,bamboo_planks; iron_ingot,2
1044,smithing_table,1,shaped,mangrove_planks; iron_ingot,2
1045,smithing_table,1,shaped,warped_planks; iron_ingot,2
1046,smithing_table,1,shaped,crimson_planks; iron_ingot,2
1047,smithing_table,1,shaped,pale_oak_planks; iron_ingot,2
1048,smithing_table,1,shaped,dark_oak_planks; iron_ingot,2
1049,smithing_table,1,shaped,acacia_planks; iron_ingot,2
1050,smithing_table,1,shaped,jungle_planks; iron_ingot,2
1051,smithing_table,1,shaped,birch_planks; iron_ingot,2
1052,smithing_table,1,shaped,spruce_planks; iron_ingot,2
1053,smithing_table,1,shaped,oak_planks; iron_ingot,2
1054,smoker,1,shaped,stripped_warped_hyphae; furnace,2
1055,smoker,1,shaped,warped_hyphae; furnace,2
1056,smoker,1,shaped,stripped_warped_stem; furnace,2
1057,smoker,1,shaped,warped_stem; furnace,2
1058,smoker,1,shaped,stripped_crimson_hyphae; furnace,2
1059,smoker,1,shaped,crimson_hyphae; furnace,2
1060,smoker,1,shaped,stripped_crimson_stem; furnace,2
1061,smoker,1,shaped,crimson_stem; furnace,2
1062,smoker,1,shaped,stripped_cherry_wood; furnace,2
1063,smoker,1,shaped,stripped_cherry_log; furnace,2
1064,smoker,1,shaped,cherry_wood; furnace,2
1065,smoker,1,shaped,cherry_log; furnace,2
1066,smoker,1,shaped,stripped_mangrove_wood; furnace,2
1067,smoker,1,shaped,stripped_mangrove_log; furnace,2
1068,smoker,1,shaped,mangrove_wood; furnace,2
1069,smoker,1,shaped,mangrove_log; furnace,2
1070,smoker,1,shaped,stripped_spruce_wood; furnace,2
1071,smoker,1,shaped,stripped_spruce_log; furnace,2
1072,smoker,1,shaped,spruce_wood; furnace,2
1073,smoker,1,shaped,spruce_log; furnace,2
1074,smoker,1,shaped,stripped_jungle_wood; furnace,2
1075,smoker,1,shaped,stripped_jungle_log; furnace,2
1076,smoker,1,shaped,jungle_wood; furnace,2
1077,smoker,1,shaped,jungle_log; furnace,2
1078,smoker,1,shaped,stripped_birch_wood; furnace,2
1079,smoker,1,shaped,stripped_birch_log; furnace,2
1080,smoker,1,shaped,birch_wood; furnace,2
1081,smoker,1,shaped,birch_log; furnace,2
1082,smoker,1,shaped,stripped_acacia_wood; furnace,2
1083,smoker,1,shaped,stripped_acacia_log; furnace,2
1084,smoker,1,shaped,acacia_wood; furnace,2
1085,smoker,1,shaped,acacia_log; furnace,2
1086,smoker,1,shaped,stripped_oak_wood; furnace,2
1087,smoker,1,shaped,stripped_oak_log; furnace,2
1088,smoker,1,shaped,oak_wood; furnace,2
1089,smoker,1,shaped,oak_log; furnace,2
1090,smoker,1,shaped,stripped_pale_oak_wood; furnace,2
1091,smoker,1,shaped,stripped_pale_oak_log; furnace,2
1092,smoker,1,shaped,pale_oak_wood; furnace,2
1093,smoker,1,shaped,pale_oak_log; furnace,2
1094,smoker,1,shaped,stripped_dark_oak_wood; furnace,2
1095,smoker,1,shaped,stripped_dark_oak_log; furnace,2
1096,smoker,1,shaped,dark_oak_wood; furnace,2
1097,smoker,1,shaped,dark_oak_log; furnace,2
1098,smooth_quartz_slab,6,shaped,smooth_quartz,1
1099,smooth_quartz_stairs,4,shaped,smooth_quartz,1
1100,smooth_red_sandstone_slab,6,shaped,smooth_red_sandstone,1
1101,smooth_red_sandstone_stairs,4,shaped,smooth_red_sandstone,1
1102,smooth_sandstone_slab,6,shaped,smooth_sandstone,1
1103,smooth_sandstone_stairs,4,shaped,smooth_sandstone,1
1104,smooth_stone_slab,6,shaped,smooth_stone,1
1105,snout_armor_trim_smithing_template,2,shaped,diamond; blackstone; snout_armor_trim_smithing_template,3
1106,snow,6,shaped,snow_block,1
1107,snow_block,1,shaped,snowball,1
1108,soul_campfire,1,shaped,stripped_warped_hyphae; soul_sand; stick,3
1109,soul_campfire,1,shaped,warped_hyphae; soul_sand; stick,3
1110,soul_campfire,1,shaped,stripped_warped_stem; soul_sand; stick,3
1111,soul_campfire,1,shaped,warped_stem; soul_sand; stick,3
1112,soul_campfire,1,shaped,stripped_crimson_hyphae; soul_sand; stick,3
1113,soul_campfire,1,shaped,crimson_hyphae; soul_sand; stick,3
1114,soul_campfire,1,shaped,stripped_crimson_stem; soul_sand; stick,3
1115,soul_campfire,1,shaped,crimson_stem; soul_sand; stick,3
1116,soul_campfire,1,shaped,stripped_cherry_wood; soul_sand; stick,3
1117,soul_campfire,1,shaped,stripped_cherry_log; soul_sand; stick,3
1118,soul_campfire,1,shaped,cherry_wood; soul_sand; stick,3
1119,soul_campfire,1,shaped,cherry_log; soul_sand; stick,3
1120,soul_campfire,1,shaped,stripped_mangrove_wood; soul_sand; stick,3
1121,soul_campfire,1,shaped,stripped_mangrove_log; soul_sand; stick,3
1122,soul_campfire,1,shaped,mangrove_wood; soul_sand; stick,3
1123,soul_campfire,1,shaped,mangrove_log; soul_sand; stick,3
1124,soul_campfire,1,shaped,stripped_spruce_wood; soul_sand; stick,3
1125,soul_campfire,1,shaped,stripped_spruce_log; soul_sand; stick,3
1126,soul_campfire,1,shaped,spruce_wood; soul_sand; stick,3
1127,soul_campfire,1,shaped,spruce_log; soul_sand; stick,3
1128,soul_campfire,1,shaped,stripped_jungle_wood; soul_sand; stick,3
1129,soul_campfire,1,shaped,stripped_jungle_log; soul_sand; stick,3
1130,soul_campfire,1,shaped,jungle_wood; soul_sand; stick,3
1131,soul_campfire,1,shaped,jungle_log; soul_sand; stick,3
1132,soul_campfire,1,shaped,stripped_birch_wood; soul_sand; stick,3
1133,soul_campfire,1,shaped,stripped_birch_log; soul_sand; stick,3
1134,soul_campfire,1,shaped,birch_wood; soul_sand; stick,3
1135,soul_campfire,1,shaped,birch_log; soul_sand; stick,3
1136,soul_campfire,1,shaped,stripped_acacia_wood; soul_sand; stick,3
1137,soul_campfire,1,shaped,stripped_acacia_log; soul_sand; stick,3
1138,soul_campfire,1,shaped,acacia_wood; soul_sand; stick,3
1139,soul_campfire,1,shaped,acacia_log; soul_sand; stick,3
1140,soul_campfire,1,shaped,stripped_oak_wood; soul_sand; stick,3
1141,soul_campfire,1,shaped,stripped_oak_log; soul_sand; stick,3
1142,soul_campfire,1,shaped,oak_wood; soul_sand; stick,3
1143,soul_campfire,1,shaped,oak_log; soul_sand; stick,3
1144,soul_campfire,1,shaped,stripped_pale_oak_wood; soul_sand; stick,3
1145,soul_campfire,1,shaped,stripped_pale_oak_log; soul_sand; stick,3
1146,soul_campfire,1,shaped,pale_oak_wood; soul_sand; stick,3
1147,soul_campfire,1,shaped,pale_oak_log; soul_sand; stick,3
1148,soul_campfire,1,shaped,stripped_dark_oak_wood; soul_sand; stick,3
1149,soul_campfire,1,shaped,stripped_dark_oak_log; soul_sand; stick,3
1150,soul_campfire,1,shaped,dark_oak_wood; soul_soil; stick,3
1151,soul_campfire,1,shaped,dark_oak_log; soul_sand; stick,3
1152,soul_lantern,1,shaped,soul_torch; iron_nugget,2
1153,soul_torch,4,shaped,soul_soil; charcoal; stick,3
1154,soul_torch,4,shaped,soul_sand; coal; stick,3
1155,spectral_arrow,2,shaped,arrow; glowstone_dust,2
1156,spire_armor_trim_smithing_template,2,shaped,purpur_block; diamond; spire_armor_trim_smithing_template,3
1157,spruce_boat,1,shaped,spruce_planks,1
1158,spruce_door,3,shaped,spruce_planks,1
1159,spruce_fence,3,shaped,spruce_planks; stick,2
1160,spruce_fence_gate,1,shaped,spruce_planks; stick,2
1161,spruce_hanging_sign,6,shaped,stripped_spruce_log; iron_chain,2
1162,spruce_pressure_plate,1,shaped,spruce_planks,1
1163,spruce_shelf,6,shaped,stripped_spruce_log,1
1164,spruce_sign,3,shaped,spruce_planks; stick,2
1165,spruce_slab,6,shaped,spruce_planks,1
1166,spruce_stairs,4,shaped,spruce_planks,1
1167,spruce_trapdoor,2,shaped,spruce_planks,1
1168,spruce_wood,3,shaped,spruce_log,1
1169,spyglass,1,shaped,amethyst_shard; copper_ingot,2
1170,stick,4,shaped,cherry_planks,1
1171,stick,4,shaped,bamboo_planks,1
1172,stick,4,shaped,mangrove_planks,1
1173,stick,4,shaped,warped_planks,1
1174,stick,4,shaped,crimson_planks,1
1175,stick,4,shaped,pale_oak_planks,1
1176,stick,4,shaped,dark_oak_planks,1
1177,stick,4,shaped,acacia_planks,1
1178,stick,4,shaped,jungle_planks,1
1179,stick,4,shaped,birch_planks,1
1180,stick,4,shaped,spruce_planks,1
1181,stick,4,shaped,oak_planks,1
1182,stick,1,shaped,bamboo,1
1183,sticky_piston,1,shaped,piston; slime_ball,2
1184,stone_axe,1,shaped,cobbled_deepslate; stick,2
1185,stone_axe,1,shaped,stick; blackstone,2
1186,stone_axe,1,shaped,cobblestone; stick,2
1187,stone_brick_slab,6,shaped,stone_bricks,1
1188,stone_brick_stairs,4,shaped,stone_bricks,1
1189,stone_brick_wall,6,shaped,stone_bricks,1
1190,stone_bricks,4,shaped,stone,1
1191,stone_hoe,1,shaped,cobbled_deepslate; stick,2
1192,stone_hoe,1,shaped,stick; blackstone,2
1193,stone_hoe,1,shaped,cobblestone; stick,2
1194,stone_pickaxe,1,shaped,cobbled_deepslate; stick,2
1195,stone_pickaxe,1,shaped,stick; blackstone,2
1196,stone_pickaxe,1,shaped,cobblestone; stick,2
1197,stone_pressure_plate,1,shaped,stone,1
1198,stone_shovel,1,shaped,cobbled_deepslate; stick,2
1199,stone_shovel,1,shaped,stick; blackstone,2
1200,stone_shovel,1,shaped,cobblestone; stick,2
1201,stone_slab,6,shaped,stone,1
1202,stone_spear,1,shaped,cobbled_deepslate; stick,2
1203,stone_spear,1,shaped,stick; blackstone,2
1204,stone_spear,1,shaped,cobblestone; stick,2
1205,stone_stairs,4,shaped,stone,1
1206,stone_sword,1,shaped,cobbled_deepslate; stick,2
1207,stone_sword,1,shaped,stick; blackstone,2
1208,stone_sword,1,shaped,cobblestone; stick,2
1209,stonecutter,1,shaped,stone; iron_ingot,2
1210,stripped_acacia_wood,3,shaped,stripped_acacia_log,1
1211,stripped_birch_wood,3,shaped,stripped_birch_log,1
1212,stripped_cherry_wood,3,shaped,stripped_cherry_log,1
1213,stripped_crimson_hyphae,3,shaped,stripped_crimson_stem,1
1214,stripped_dark_oak_wood,3,shaped,stripped_dark_oak_log,1
1215,stripped_jungle_wood,3,shaped,stripped_jungle_log,1
1216,stripped_mangrove_wood,3,shaped,stripped_mangrove_log,1
1217,stripped_oak_wood,3,shaped,stripped_oak_log,1
1218,stripped_pale_oak_wood,3,shaped,stripped_pale_oak_log,1
1219,stripped_spruce_wood,3,shaped,stripped_spruce_log,1
1220,stripped_warped_hyphae,3,shaped,stripped_warped_stem,1
1221,target,1,shaped,hay_block; redstone,2
1222,tide_armor_trim_smithing_template,2,shaped,prismarine; diamond; tide_armor_trim_smithing_template,3
1223,tinted_glass,2,shaped,glass; amethyst_shard,2
1224,tnt,1,shaped,red_sand; gunpowder,2
1225,tnt,1,shaped,sand; gunpowder,2
1226,torch,4,shaped,charcoal; stick,2
1227,torch,4,shaped,coal; stick,2
1228,tripwire_hook,2,shaped,cherry_planks; iron_ingot; stick,3
1229,tripwire_hook,2,shaped,bamboo_planks; iron_ingot; stick,3
1230,tripwire_hook,2,shaped,mangrove_planks; iron_ingot; stick,3
1231,tripwire_hook,2,shaped,warped_planks; iron_ingot; stick,3
1232,tripwire_hook,2,shaped,crimson_planks; iron_ingot; stick,3
1233,tripwire_hook,2,shaped,pale_oak_planks; iron_ingot; stick,3
1234,tripwire_hook,2,shaped,dark_oak_planks; iron_ingot; stick,3
1235,tripwire_hook,2,shaped,acacia_planks; iron_ingot; stick,3
1236,tripwire_hook,2,shaped,jungle_planks; iron_ingot; stick,3
1237,tripwire_hook,2,shaped,birch_planks; iron_ingot; stick,3
1238,tripwire_hook,2,shaped,spruce_planks; iron_ingot; stick,3
1239,tripwire_hook,2,shaped,oak_planks; iron_ingot; stick,3
1240,tuff_brick_slab,6,shaped,tuff_bricks,1
1241,tuff_brick_stairs,4,shaped,tuff_bricks,1
1242,tuff_brick_wall,6,shaped,tuff_bricks,1
1243,tuff_bricks,4,shaped,polished_tuff,1
1244,tuff_slab,6,shaped,tuff,1
1245,tuff_stairs,4,shaped,tuff,1
1246,tuff_wall,6,shaped,tuff,1
1247,turtle_helmet,1,shaped,turtle_scute,1
1248,vex_armor_trim_smithing_template,2,shaped,cobblestone; diamond; vex_armor_trim_smithing_template,3
1249,ward_armor_trim_smithing_template,2,shaped,cobbled_deepslate; diamond; ward_armor_trim_smithing_template,3
1250,warped_door,3,shaped,warped_planks,1
1251,warped_fence,3,shaped,warped_planks; stick,2
1252,warped_fence_gate,1,shaped,warped_planks; stick,2
1253,warped_fungus_on_a_stick,1,shaped,warped_fungus; fishing_rod,2
1254,warped_hanging_sign,6,shaped,stripped_warped_stem; iron_chain,2
1255,warped_hyphae,3,shaped,warped_stem,1
1256,warped_pressure_plate,1,shaped,warped_planks,1
1257,warped_shelf,6,shaped,stripped_warped_stem,1
1258,warped_sign,3,shaped,warped_planks; stick,2
1259,warped_slab,6,shaped,warped_planks,1
1260,warped_stairs,4,shaped,warped_planks,1
1261,warped_trapdoor,2,shaped,warped_planks,1
1262,waxed_chiseled_copper,1,shaped,waxed_cut_copper_slab,1
1263,waxed_chiseled_copper,1,shapeless,chiseled_copper; honeycomb,2
1264,waxed_copper_bulb,4,shaped,waxed_copper_block; redstone; blaze_rod,3
1265,waxed_copper_bulb,1,shapeless,honeycomb; copper_bulb,2
1266,waxed_copper_grate,4,shaped,waxed_copper_block,1
1267,waxed_copper_grate,1,shapeless,honeycomb; copper_grate,2
1268,waxed_cut_copper,4,shaped,waxed_copper_block,1
1269,waxed_cut_copper,1,shapeless,cut_copper; honeycomb,2
1270,waxed_cut_copper_slab,6,shaped,waxed_cut_copper,1
1271,waxed_cut_copper_slab,1,shapeless,cut_copper_slab; honeycomb,2
1272,waxed_cut_copper_stairs,4,shaped,waxed_cut_copper,1
1273,waxed_cut_copper_stairs,1,shapeless,cut_copper_stairs; honeycomb,2
1274,waxed_exposed_chiseled_copper,1,shaped,waxed_exposed_cut_copper_slab,1
1275,waxed_exposed_chiseled_copper,1,shapeless,exposed_chiseled_copper; honeycomb,2
1276,waxed_exposed_copper_bulb,4,shaped,waxed_exposed_copper; redstone; blaze_rod,3
1277,waxed_exposed_copper_bulb,1,shapeless,honeycomb; exposed_copper_bulb,2
1278,waxed_exposed_copper_grate,4,shaped,waxed_exposed_copper,1
1279,waxed_exposed_copper_grate,1,shapeless,honeycomb; exposed_copper_grate,2
1280,waxed_exposed_cut_copper,4,shaped,waxed_exposed_copper,1
1281,waxed_exposed_cut_copper,1,shapeless,exposed_cut_copper; honeycomb,2
1282,waxed_exposed_cut_copper_slab,6,shaped,waxed_exposed_cut_copper,1
1283,waxed_exposed_cut_copper_slab,1,shapeless,exposed_cut_copper_slab; honeycomb,2
1284,waxed_exposed_cut_copper_stairs,4,shaped,waxed_exposed_cut_copper,1
1285,waxed_exposed_cut_copper_stairs,1,shapeless,exposed_cut_copper_stairs; honeycomb,2
1286,waxed_oxidized_chiseled_copper,1,shaped,waxed_oxidized_cut_copper_slab,1
1287,waxed_oxidized_chiseled_copper,1,shapeless,oxidized_chiseled_copper; honeycomb,2
1288,waxed_oxidized_copper_bulb,4,shaped,waxed_oxidized_copper; redstone; blaze_rod,3
1289,waxed_oxidized_copper_bulb,1,shapeless,honeycomb; oxidized_copper_bulb,2
1290,waxed_oxidized_copper_grate,4,shaped,waxed_oxidized_copper,1
1291,waxed_oxidized_copper_grate,1,shapeless,honeycomb; oxidized_copper_grate,2
1292,waxed_oxidized_cut_copper,4,shaped,waxed_oxidized_copper,1
1293,waxed_oxidized_cut_copper,1,shapeless,oxidized_cut_copper; honeycomb,2
1294,waxed_oxidized_cut_copper_slab,6,shaped,waxed_oxidized_cut_copper,1
1295,waxed_oxidized_cut_copper_slab,1,shapeless,oxidized_cut_copper_slab; honeycomb,2
1296,waxed_oxidized_cut_copper_stairs,4,shaped,waxed_oxidized_cut_copper,1
1297,waxed_oxidized_cut_copper_stairs,1,shapeless,oxidized_cut_copper_stairs; honeycomb,2
1298,waxed_weathered_chiseled_copper,1,shaped,waxed_weathered_cut_copper_slab,1
1299,waxed_weathered_chiseled_copper,1,shapeless,weathered_chiseled_copper; honeycomb,2
1300,waxed_weathered_copper_bulb,4,shaped,waxed_weathered_copper; redstone; blaze_rod,3
1301,waxed_weathered_copper_bulb,1,shapeless,honeycomb; weathered_copper_bulb,2
1302,waxed_weathered_copper_grate,4,shaped,waxed_weathered_copper,1
1303,waxed_weathered_copper_grate,1,shapeless,honeycomb; weathered_copper_grate,2
1304,waxed_weathered_cut_copper,4,shaped,waxed_weathered_copper,1
1305,waxed_weathered_cut_copper,1,shapeless,weathered_cut_copper; honeycomb,2
1306,waxed_weathered_cut_copper_slab,6,shaped,waxed_weathered_cut_copper,1
1307,waxed_weathered_cut_copper_slab,1,shapeless,weathered_cut_copper_slab; honeycomb,2
1308,waxed_weathered_cut_copper_stairs,4,shaped,waxed_weathered_cut_copper,1
1309,waxed_weathered_cut_copper_stairs,1,shapeless,weathered_cut_copper_stairs; honeycomb,2
1310,wayfinder_armor_trim_smithing_template,2,shaped,terracotta; diamond; wayfinder_armor_trim_smithing_template,3
1311,weathered_chiseled_copper,1,shaped,weathered_cut_copper_slab,1
1312,weathered_copper_bulb,4,shaped,weathered_copper; redstone; blaze_rod,3
1313,weathered_copper_grate,4,shaped,weathered_copper,1
1314,weathered_cut_copper,4,shaped,weathered_copper,1
1315,weathered_cut_copper_slab,6,shaped,weathered_cut_copper,1
1316,weathered_cut_copper_stairs,4,shaped,weathered_cut_copper,1
1317,white_banner,1,shaped,white_wool; stick,2
1318,white_bed,1,shaped,cherry_planks; white_wool,2
1319,white_bed,1,shaped,bamboo_planks; white_wool,2
1320,white_bed,1,shaped,mangrove_planks; white_wool,2
1321,white_bed,1,shaped,warped_planks; white_wool,2
1322,white_bed,1,shaped,crimson_planks; white_wool,2
1323,white_bed,1,shaped,pale_oak_planks; white_wool,2
1324,white_bed,1,shaped,dark_oak_planks; white_wool,2
1325,white_bed,1,shaped,acacia_planks; white_wool,2
1326,white_bed,1,shaped,jungle_planks; white_wool,2
1327,white_bed,1,shaped,birch_planks; white_wool,2
1328,white_bed,1,shaped,spruce_planks; white_wool,2
1329,white_bed,1,shaped,oak_planks; white_wool,2
1330,white_bed,1,shapeless,white_dye; black_bed,2
1331,white_carpet,3,shaped,white_wool,1
1332,white_carpet,1,shapeless,black_carpet; white_dye,2
1333,white_harness,1,shaped,glass; white_wool; leather,3
1334,white_harness,1,shapeless,black_harness; white_dye,2
1335,white_stained_glass,8,shaped,glass; white_dye,2
1336,white_stained_glass_pane,16,shaped,white_stained_glass,1
1337,white_stained_glass_pane,8,shaped,glass_pane; white_dye,2
1338,white_terracotta,8,shaped,terracotta; white_dye,2
1339,white_wool,1,shaped,string,1
1340,white_wool,1,shapeless,black_wool; white_dye,2
1341,wild_armor_trim_smithing_template,2,shaped,mossy_cobblestone; diamond; wild_armor_trim_smithing_template,3
1342,wolf_armor,1,shaped,armadillo_scute,1
1343,wooden_axe,1,shaped,cherry_planks; stick,2
1344,wooden_axe,1,shaped,bamboo_planks; stick,2
1345,wooden_axe,1,shaped,mangrove_planks; stick,2
1346,wooden_axe,1,shaped,warped_planks; stick,2
1347,wooden_axe,1,shaped,crimson_planks; stick,2
1348,wooden_axe,1,shaped,pale_oak_planks; stick,2
1349,wooden_axe,1,shaped,dark_oak_planks; stick,2
1350,wooden_axe,1,shaped,acacia_planks; stick,2
1351,wooden_axe,1,shaped,jungle_planks; stick,2
1352,wooden_axe,1,shaped,birch_planks; stick,2
1353,wooden_axe,1,shaped,spruce_planks; stick,2
1354,wooden_axe,1,shaped,oak_planks; stick,2
1355,wooden_hoe,1,shaped,cherry_planks; stick,2
1356,wooden_hoe,1,shaped,bamboo_planks; stick,2
1357,wooden_hoe,1,shaped,mangrove_planks; stick,2
1358,wooden_hoe,1,shaped,warped_planks; stick,2
1359,wooden_hoe,1,shaped,crimson_planks; stick,2
1360,wooden_hoe,1,shaped,pale_oak_planks; stick,2
1361,wooden_hoe,1,shaped,dark_oak_planks; stick,2
1362,wooden_hoe,1,shaped,acacia_planks; stick,2
1363,wooden_hoe,1,shaped,jungle_planks; stick,2
1364,wooden_hoe,1,shaped,birch_planks; stick,2
1365,wooden_hoe,1,shaped,spruce_planks; stick,2
1366,wooden_hoe,1,shaped,oak_planks; stick,2
1367,wooden_pickaxe,1,shaped,cherry_planks; stick,2
1368,wooden_pickaxe,1,shaped,bamboo_planks; stick,2
1369,wooden_pickaxe,1,shaped,mangrove_planks; stick,2
1370,wooden_pickaxe,1,shaped,warped_planks; stick,2
1371,wooden_pickaxe,1,shaped,crimson_planks; stick,2
1372,wooden_pickaxe,1,shaped,pale_oak_planks; stick,2
1373,wooden_pickaxe,1,shaped,dark_oak_planks; stick,2
1374,wooden_pickaxe,1,shaped,acacia_planks; stick,2
1375,wooden_pickaxe,1,shaped,jungle_planks; stick,2
1376,wooden_pickaxe,1,shaped,birch_planks; stick,2
1377,wooden_pickaxe,1,shaped,spruce_planks; stick,2
1378,wooden_pickaxe,1,shaped,oak_planks; stick,2
1379,wooden_shovel,1,shaped,cherry_planks; stick,2
1380,wooden_shovel,1,shaped,bamboo_planks; stick,2
1381,wooden_shovel,1,shaped,mangrove_planks; stick,2
1382,wooden_shovel,1,shaped,warped_planks; stick,2
1383,wooden_shovel,1,shaped,crimson_planks; stick,2
1384,wooden_shovel,1,shaped,pale_oak_planks; stick,2
1385,wooden_shovel,1,shaped,dark_oak_planks; stick,2
1386,wooden_shovel,1,shaped,acacia_planks; stick,2
1387,wooden_shovel,1,shaped,jungle_planks; stick,2
1388,wooden_shovel,1,shaped,birch_planks; stick,2
1389,wooden_shovel,1,shaped,spruce_planks; stick,2
1390,wooden_shovel,1,shaped,oak_planks; stick,2
1391,wooden_spear,1,shaped,cherry_planks; stick,2
1392,wooden_spear,1,shaped,bamboo_planks; stick,2
1393,wooden_spear,1,shaped,mangrove_planks; stick,2
1394,wooden_spear,1,shaped,warped_planks; stick,2
1395,wooden_spear,1,shaped,crimson_planks; stick,2
1396,wooden_spear,1,shaped,pale_oak_planks; stick,2
1397,wooden_spear,1,shaped,dark_oak_planks; stick,2
1398,wooden_spear,1,shaped,acacia_planks; stick,2
1399,wooden_spear,1,shaped,jungle_planks; stick,2
1400,wooden_spear,1,shaped,birch_planks; stick,2
1401,wooden_spear,1,shaped,spruce_planks; stick,2
1402,wooden_spear,1,shaped,oak_planks; stick,2
1403,wooden_sword,1,shaped,cherry_planks; stick,2
1404,wooden_sword,1,shaped,bamboo_planks; stick,2
1405,wooden_sword,1,shaped,mangrove_planks; stick,2
1406,wooden_sword,1,shaped,warped_planks; stick,2
1407,wooden_sword,1,shaped,crimson_planks; stick,2
1408,wooden_sword,1,shaped,pale_oak_planks; stick,2
1409,wooden_sword,1,shaped,dark_oak_planks; stick,2
1410,wooden_sword,1,shaped,acacia_planks; stick,2
1411,wooden_sword,1,shaped,jungle_planks; stick,2
1412,wooden_sword,1,shaped,birch_planks; stick,2
1413,wooden_sword,1,shaped,spruce_planks; stick,2
1414,wooden_sword,1,shaped,oak_planks; stick,2
1415,yellow_banner,1,shaped,yellow_wool; stick,2
1416,yellow_bed,1,shaped,cherry_planks; yellow_wool,2
1417,yellow_bed,1,shaped,bamboo_planks; yellow_wool,2
1418,yellow_bed,1,shaped,mangrove_planks; yellow_wool,2
1419,yellow_bed,1,shaped,warped_planks; yellow_wool,2
1420,yellow_bed,1,shaped,crimson_planks; yellow_wool,2
1421,yellow_bed,1,shaped,pale_oak_planks; yellow_wool,2
1422,yellow_bed,1,shaped,dark_oak_planks; yellow_wool,2
1423,yellow_bed,1,shaped,acacia_planks; yellow_wool,2
1424,yellow_bed,1,shaped,jungle_planks; yellow_wool,2
1425,yellow_bed,1,shaped,birch_planks; yellow_wool,2
1426,yellow_bed,1,shaped,spruce_planks; yellow_wool,2
1427,yellow_bed,1,shaped,oak_planks; yellow_wool,2
1428,yellow_bed,1,shapeless,yellow_dye; black_bed,2
1429,yellow_carpet,3,shaped,yellow_wool,1
1430,yellow_carpet,1,shapeless,black_carpet; yellow_dye,2
1431,yellow_harness,1,shaped,glass; yellow_wool; leather,3
1432,yellow_harness,1,shapeless,black_harness; yellow_dye,2
1433,yellow_stained_glass,8,shaped,glass; yellow_dye,2
1434,yellow_stained_glass_pane,16,shaped,yellow_stained_glass,1
1435,yellow_stained_glass_pane,8,shaped,glass_pane; yellow_dye,2
1436,yellow_terracotta,8,shaped,terracotta; yellow_dye,2
1437,granite,1,shapeless,diorite; quartz,2
1438,book,1,shapeless,leather; paper,2
1439,andesite,2,shapeless,diorite; cobblestone,2
1440,slime_ball,9,shapeless,slime_block,1
1441,packed_ice,1,shapeless,ice,1
1442,oak_planks,4,shapeless,oak_log,1
1443,spruce_planks,4,shapeless,spruce_log,1
1444,birch_planks,4,shapeless,birch_log,1
1445,jungle_planks,4,shapeless,jungle_log,1
1446,acacia_planks,4,shapeless,acacia_log,1
1447,cherry_planks,4,shapeless,cherry_log,1
1448,dark_oak_planks,4,shapeless,dark_oak_log,1
1449,white_dye,1,shapeless,bone_meal,1
